,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
27,0.011397743225097656,0.001340479108159152,1.9466987609863282,0.08151606338542014,manhattan,9,distance,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.5939723733779824,0.5885307660108832,0.5927166178317288,0.5960652992884052,0.6147403685092128,0.5972050850036424,0.009106325835303216,27
28,0.011525726318359375,0.0019247778966889715,2.186315679550171,0.04764410694438774,manhattan,11,uniform,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}",0.5864378401004604,0.5881121808287987,0.5927166178317288,0.5973210548346588,0.6180904522613065,0.5965356291713907,0.011425690050267171,30
29,0.01127309799194336,0.0009407505224586014,2.0048341751098633,0.06880503535176294,manhattan,11,distance,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}",0.5881121808287987,0.5889493511929678,0.5889493511929678,0.6006697362913352,0.6172529313232831,0.5967867101658705,0.011243130799872084,29
30,0.012205886840820312,0.0010651625796175785,2.158121633529663,0.08747103930538075,manhattan,13,uniform,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'}",0.5985768103809125,0.5931352030138133,0.5948095437421516,0.5948095437421516,0.6197654941373534,0.6002193190032764,0.009934453513409509,18
31,0.012484121322631835,0.002238995238055336,2.00686993598938,0.07220489811237567,manhattan,13,distance,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}",0.6019254918375889,0.5922980326496442,0.5931352030138133,0.5994139807450817,0.6180904522613065,0.600972632101487,0.009306246000462896,14
32,0.011437320709228515,0.0011009719115781804,2.170971918106079,0.09161294405077838,manhattan,15,uniform,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}",0.5931352030138133,0.595228128924236,0.5973210548346588,0.5969024696525743,0.6134840871021775,0.599214188705492,0.007285612406704419,22
33,0.009647893905639648,0.0030332064119228375,1.889903974533081,0.059639834275503095,manhattan,15,distance,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}",0.5969024696525743,0.5956467141063206,0.5977396400167434,0.6015069066555044,0.6122278056951423,0.600804707225257,0.006036675422347857,16
34,0.010651540756225587,0.0009352694571990787,2.105042266845703,0.07256564950392651,manhattan,17,uniform,"{'metric': 'manhattan', 'n_neighbors': 17, 'weights': 'uniform'}",0.5973210548346588,0.5989953955629971,0.5964838844704897,0.5939723733779824,0.6109715242881072,0.599548846506847,0.005936968523037248,20
35,0.011907148361206054,0.0013590260918011406,1.902244472503662,0.0988336144957867,manhattan,17,distance,"{'metric': 'manhattan', 'n_neighbors': 17, 'weights': 'distance'}",0.5964838844704897,0.598158225198828,0.5935537881958979,0.5914608622854751,0.6139028475711893,0.5987119215443759,0.007940014639968527,23
36,0.012052249908447266,0.0017938270862165157,2.059812545776367,0.14786455689150915,manhattan,19,uniform,"{'metric': 'manhattan', 'n_neighbors': 19, 'weights': 'uniform'}",0.5902051067392214,0.6048555881121809,0.598158225198828,0.5994139807450817,0.605108877721943,0.599548355703451,0.005446704354291757,21
