mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05719060897827148,0.0002753355115695747,0.0021495819091796875,4.546136557901447e-05,entropy,4,12,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 12}",0.6901054746358614,0.6956303365143144,0.7066800602712205,0.6986438975389252,0.6894472361809045,0.6961014010282451,0.006305922054395564,37
0.05814805030822754,0.0012385718066873015,0.0023747920989990235,0.00035132890024030654,entropy,4,14,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 14}",0.6901054746358614,0.6956303365143144,0.7066800602712205,0.6986438975389252,0.6894472361809045,0.6961014010282451,0.006305922054395564,37
0.05777478218078613,0.0011404693556411067,0.0021799087524414064,8.31320696877798e-05,entropy,4,16,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 16}",0.6901054746358614,0.6956303365143144,0.7066800602712205,0.6986438975389252,0.6894472361809045,0.6961014010282451,0.006305922054395564,37
0.05728578567504883,0.0005831440445643871,0.0021379470825195314,3.424985582343663e-05,entropy,4,18,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 18}",0.6901054746358614,0.6956303365143144,0.7066800602712205,0.6986438975389252,0.6894472361809045,0.6961014010282451,0.006305922054395564,37
0.07131419181823731,0.0014638292085624354,0.0021793365478515623,4.912866917098421e-05,entropy,5,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2}",0.682069311903566,0.6961325966850829,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6970056712492648,0.010233150535248222,21
0.07215542793273926,0.0026864851176570596,0.0022658348083496095,8.712541720048025e-05,entropy,5,4,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 4}",0.682069311903566,0.6961325966850829,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6970056712492648,0.010233150535248222,21
0.07258238792419433,0.0015200822338036898,0.0023091793060302734,0.00013293315180743287,entropy,5,6,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 6}",0.682069311903566,0.6961325966850829,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6970056712492648,0.010233150535248222,21
0.07384576797485351,0.0016354640181056143,0.0022779464721679687,0.0001322619927882573,entropy,5,8,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 8}",0.682069311903566,0.6961325966850829,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6970056712492648,0.010233150535248222,21
0.07616419792175293,0.003901197227405665,0.00236968994140625,0.00014737364989823496,entropy,5,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10}",0.682069311903566,0.6961325966850829,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6970056712492648,0.010233150535248222,21
0.0727360725402832,0.0010724189854286901,0.0024081707000732423,0.00018246612340437913,entropy,5,12,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 12}",0.682069311903566,0.6961325966850829,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6970056712492648,0.010233150535248222,21
0.07180371284484863,0.0013286582276355124,0.0024514198303222656,0.00032377211440103243,entropy,5,14,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 14}",0.682069311903566,0.695128076343546,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6968047671809574,0.010258149351586794,31
0.0713834285736084,0.0009332403479308954,0.0022190570831298827,6.3848584511932e-05,entropy,5,16,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 16}",0.682069311903566,0.695128076343546,0.7122049221496736,0.7031642390758412,0.6914572864321608,0.6968047671809574,0.010258149351586794,31
0.07247581481933593,0.0022017652331885735,0.0022243499755859376,5.156693491695163e-05,entropy,5,18,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 18}",0.682069311903566,0.695128076343546,0.7117026619789051,0.7031642390758412,0.6914572864321608,0.6967043151468038,0.010108216300532137,33
0.0867452621459961,0.0036760243005915863,0.0022321224212646486,5.238255313392426e-05,entropy,6,2,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 2}",0.6800602712204922,0.6891009542943245,0.7142139628327474,0.7066800602712205,0.6959798994974874,0.6972070296232544,0.012167166606535884,10
0.08531498908996582,0.0017448439405737483,0.002377223968505859,0.00025060546008702614,entropy,6,4,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 4}",0.6800602712204922,0.6891009542943245,0.7142139628327474,0.7066800602712205,0.6959798994974874,0.6972070296232544,0.012167166606535884,10
0.08452782630920411,0.00154204905675425,0.0022716522216796875,0.00017396827183460684,entropy,6,6,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 6}",0.6800602712204922,0.6891009542943245,0.7142139628327474,0.7066800602712205,0.6959798994974874,0.6972070296232544,0.012167166606535884,10
0.08576002120971679,0.0005548017978845074,0.002235603332519531,5.493101973977469e-05,entropy,6,8,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 8}",0.6800602712204922,0.6891009542943245,0.7142139628327474,0.7066800602712205,0.6949748743718593,0.6970060245981287,0.012194050760728749,20
0.08379807472229003,0.001504234436879863,0.002196788787841797,7.618702907199795e-05,entropy,6,10,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 10}",0.6800602712204922,0.6896032144650929,0.7142139628327474,0.7066800602712205,0.6949748743718593,0.6971064766322824,0.012130419432797942,15
0.08503236770629882,0.0012886356322670952,0.002230978012084961,8.680448194094835e-05,entropy,6,12,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 12}",0.6800602712204922,0.6896032144650929,0.7142139628327474,0.7066800602712205,0.6954773869346733,0.6972069791448453,0.012114413558642182,13
0.08574151992797852,0.0023196900630302855,0.002270412445068359,6.337260912202748e-05,entropy,6,14,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 14}",0.6800602712204922,0.688598694123556,0.7142139628327474,0.7066800602712205,0.6954773869346733,0.6970060750765379,0.012246457453716632,18
